test_ids,Category,Sub_category
2015_7_7152_1001,3,18
2015_7_7153_1001,4,17
2015_7_7154_1001,4,13
2015_7_7157_1001,3,11
2015_7_7158_1001,1,19
2015_7_716_1001,2,7
2015_7_7161_1001,4,17
2015_7_7163_1001,4,12
2015_7_7165_1001,2,16
2015_7_7166_1001,1,19
2015_7_7168_1001,1,19
2015_7_7170_1001,4,17
2015_7_7176_1001,3,18
2015_7_7177_1001,1,19
2015_7_7178_1001,2,16
2015_7_7179_1001,2,15
2015_7_718_1001,0,10
2015_7_7181_1001,1,19
2015_7_7183_1001,2,16
2015_7_7185_1001,2,16
2015_7_7187_1001,3,11
2015_7_7188_1001,2,15
2015_7_7189_1001,3,18
2015_7_7190_1001,0,10
2015_7_7191_1001,3,18
2015_7_7193_1001,1,19
2015_7_7194_1001,4,17
2015_7_7195_1001,2,16
2015_7_7196_1001,3,18
2015_7_7199_1001,3,18
2015_7_720_1001,0,14
2015_7_7200_1001,4,17
2015_7_7202_1001,1,19
2015_7_7203_1001,2,16
2015_7_7205_1001,3,18
2015_7_7207_1001,3,11
2015_7_7209_1001,3,18
2015_7_7210_1001,1,19
2015_7_7212_1001,3,18
2015_7_7213_1001,4,17
2015_7_7214_1001,4,12
2015_7_7215_1001,2,16
2015_7_7216_1001,1,19
2015_7_7217_1001,4,17
2015_7_7218_1001,1,19
2015_7_722_1001,4,13
2015_7_7220_1001,2,16
2015_7_7221_1001,1,8
2015_7_7225_1001,4,17
2015_7_7227_1001,2,15
2015_7_7228_1001,2,15
2015_7_7230_1001,4,17
2015_7_7231_1001,4,17
2015_7_7232_1001,0,5
2015_7_7233_1001,3,18
2015_7_7234_1001,3,18
2015_7_7235_1001,1,19
2015_7_7237_1001,2,16
2015_7_7238_1001,1,8
2015_7_724_1001,3,18
2015_7_7241_1001,4,9
2015_7_7242_1001,2,16
2015_7_7243_1001,1,19
2015_7_7244_1001,3,5
2015_7_7245_1001,2,7
2015_7_7248_1001,4,17
2015_7_725_1001,2,16
2015_7_7250_1001,3,18
2015_7_7251_1001,2,7
2015_7_7252_1001,4,13
2015_7_7253_1001,2,15
2015_7_7254_1001,4,9
2015_7_7255_1001,2,15
2015_7_7256_1001,2,7
2015_7_7258_1001,2,15
2015_7_726_1001,2,16
2015_7_7261_1001,2,16
2015_7_7264_1001,3,18
2015_7_7265_1001,2,7
2015_7_7266_1001,4,17
2015_7_7268_1001,3,5
2015_7_7269_1001,0,10
2015_7_727_1001,4,17
2015_7_7270_1001,4,17
2015_7_7273_1001,1,19
2015_7_7275_1001,4,13
2015_7_7276_1001,4,9
2015_7_7277_1001,2,15
2015_7_7278_1001,4,17
2015_7_7280_1001,4,17
2015_7_7281_1001,1,19
2015_7_7282_1001,0,10
2015_7_7283_1001,4,17
2015_7_7284_1001,4,17
2015_7_7285_1001,4,12
2015_7_7286_1001,3,18
2015_7_7287_1001,1,19
2015_7_7289_1001,0,10
2015_7_729_1001,4,17
2015_7_7291_1001,0,10
2015_7_7292_1001,3,18
2015_7_7294_1001,1,19
2015_7_7295_1001,1,19
2015_7_7296_1001,3,11
2015_7_7297_1001,3,18
2015_7_73_1001,4,17
2015_7_7300_1001,2,15
2015_7_7301_1001,4,13
2015_7_7303_1001,3,18
2015_7_7304_1001,4,13
2015_7_7305_1001,1,19
2015_7_7306_1001,2,7
2015_7_7307_1001,4,17
2015_7_7309_1001,4,17
2015_7_731_1001,0,10
2015_7_7310_1001,1,19
2015_7_7312_1001,4,17
2015_7_7314_1001,1,19
2015_7_7316_1001,3,18
2015_7_7317_1001,1,19
2015_7_7319_1001,3,18
2015_7_7320_1001,4,12
2015_7_7322_1001,1,19
2015_7_7324_1001,4,17
2015_7_7326_1001,4,13
2015_7_7327_1001,4,17
2015_7_7328_1001,2,15
2015_7_7329_1001,0,10
2015_7_733_1001,3,18
2015_7_7331_1001,3,4
2015_7_7332_1001,3,18
2015_7_7333_1001,4,12
2015_7_7336_1001,4,17
2015_7_7338_1001,4,17
2015_7_734_1001,2,15
2015_7_7340_1001,2,16
2015_7_7344_1001,4,17
2015_7_7346_1001,4,17
2015_7_7347_1001,2,15
2015_7_7348_1001,3,18
2015_7_7349_1001,2,15
2015_7_735_1001,0,14
2015_7_7350_1001,4,17
2015_7_7351_1001,3,5
2015_7_7352_1001,3,6
2015_7_7353_1001,2,16
2015_7_7354_1001,0,14
2015_7_7356_1001,2,16
2015_7_7357_1001,1,19
2015_7_736_1001,4,9
2015_7_7361_1001,2,16
2015_7_7363_1001,4,17
2015_7_7365_1001,0,14
2015_7_7366_1001,3,18
2015_7_7368_1001,1,19
2015_7_737_1001,3,11
2015_7_7372_1001,1,19
2015_7_7373_1001,4,17
2015_7_7374_1001,4,17
2015_7_7378_1001,4,17
2015_7_7381_1001,3,18
2015_7_7384_1001,4,17
2015_7_7386_1001,3,18
2015_7_7387_1001,2,16
2015_7_7389_1001,2,7
2015_7_739_1001,1,19
2015_7_7393_1001,0,10
2015_7_7397_1001,3,18
2015_7_7398_1001,0,14
2015_7_74_1001,4,17
2015_7_740_1001,1,19
2015_7_7401_1001,3,18
2015_7_7402_1001,3,11
2015_7_7405_1001,4,17
2015_7_7407_1001,1,19
2015_7_7409_1001,0,10
2015_7_7410_1001,4,17
2015_7_7412_1001,2,15
2015_7_7413_1001,2,15
2015_7_7415_1001,3,18
2015_7_7416_1001,1,19
2015_7_7417_1001,4,13
2015_7_7419_1001,4,17
2015_7_742_1001,2,15
2015_7_7421_1001,4,17
2015_7_7422_1001,1,19
2015_7_7424_1001,1,19
2015_7_7426_1001,4,17
2015_7_7428_1001,2,7
2015_7_7429_1001,4,9
2015_7_743_1001,3,18
2015_7_7430_1001,0,10
2015_7_7431_1001,1,19
2015_7_7435_1001,2,7
2015_7_7439_1001,3,11
2015_7_7440_1001,3,18
2015_7_7442_1001,4,17
2015_7_7444_1001,3,11
2015_7_7445_1001,2,15
2015_7_7446_1001,4,17
2015_7_7447_1001,3,18
2015_7_7448_1001,1,19
2015_7_7449_1001,3,4
2015_7_7450_1001,0,14
2015_7_7451_1001,4,17
2015_7_7452_1001,4,17
2015_7_7453_1001,2,15
2015_7_7455_1001,4,17
2015_7_7457_1001,2,16
2015_7_7458_1001,0,10
2015_7_7459_1001,4,17
2015_7_746_1001,4,12
2015_7_7460_1001,4,17
2015_7_7462_1001,2,16
2015_7_7463_1001,1,19
2015_7_7465_1001,0,10
2015_7_7466_1001,4,9
2015_7_7468_1001,1,19
2015_7_7469_1001,4,13
2015_7_747_1001,1,19
2015_7_7471_1001,1,19
2015_7_7472_1001,1,19
2015_7_7474_1001,2,7
2015_7_7475_1001,3,4
2015_7_7476_1001,4,17
2015_7_7478_1001,4,17
2015_7_7479_1001,1,19
2015_7_7481_1001,2,16
2015_7_7482_1001,4,17
2015_7_7483_1001,4,17
2015_7_7485_1001,3,18
2015_7_7486_1001,2,16
2015_7_7487_1001,2,15
2015_7_7488_1001,1,19
2015_7_7490_1001,2,15
2015_7_7491_1001,1,19
2015_7_7493_1001,3,4
2015_7_7494_1001,1,19
2015_7_7495_1001,1,19
2015_7_7496_1001,1,19
2015_7_7498_1001,3,6
2015_7_7499_1001,0,10
2015_7_75_1001,1,19
2015_7_750_1001,2,15
2015_7_7500_1001,4,17
2015_7_7501_1001,2,16
2015_7_7503_1001,2,16
2015_7_7504_1001,3,18
2015_7_7505_1001,2,7
2015_7_7506_1001,2,16
2015_7_7507_1001,4,17
2015_7_7508_1001,4,17
2015_7_7510_1001,2,7
2015_7_7511_1001,0,10
2015_7_7512_1001,2,15
2015_7_7514_1001,2,16
2015_7_7515_1001,1,19
2015_7_7516_1001,4,17
2015_7_7518_1001,4,13
2015_7_752_1001,3,18
2015_7_7520_1001,4,12
2015_7_7521_1001,0,14
2015_7_7522_1001,1,19
2015_7_7524_1001,2,16
2015_7_7525_1001,2,16
2015_7_7526_1001,2,16
2015_7_7527_1001,1,19
2015_7_7529_1001,3,11
2015_7_753_1001,4,17
2015_7_7530_1001,1,19
2015_7_7531_1001,1,19
2015_7_7533_1001,2,15
2015_7_7534_1001,2,15
2015_7_7535_1001,3,18
2015_7_7536_1001,0,14
2015_7_7537_1001,4,17
2015_7_7538_1001,3,18
2015_7_7539_1001,3,18
2015_7_754_1001,4,13
2015_7_7541_1001,4,17
2015_7_7543_1001,3,18
2015_7_7544_1001,1,19
2015_7_7545_1001,4,17
2015_7_7546_1001,1,8
2015_7_7547_1001,3,18
2015_7_7548_1001,4,9
2015_7_7549_1001,1,8
2015_7_7550_1001,1,19
2015_7_7552_1001,3,18
2015_7_7553_1001,1,19
2015_7_7554_1001,2,16
2015_7_7555_1001,4,17
2015_7_7557_1001,3,18
2015_7_7558_1001,3,6
2015_7_7559_1001,4,12
2015_7_756_1001,2,15
2015_7_7561_1001,2,15
2015_7_7562_1001,2,16
2015_7_7563_1001,3,18
2015_7_7564_1001,4,17
2015_7_7566_1001,3,18
2015_7_7568_1001,2,0
2015_7_7569_1001,1,8
2015_7_7570_1001,4,17
2015_7_7572_1001,4,17
2015_7_7574_1001,4,17
2015_7_7575_1001,2,15
2015_7_7576_1001,4,17
2015_7_7578_1001,2,15
2015_7_7579_1001,2,1
2015_7_758_1001,4,9
2015_7_7580_1001,4,17
2015_7_7581_1001,3,18
2015_7_7582_1001,0,14
2015_7_7583_1001,2,15
2015_7_7584_1001,4,17
2015_7_7585_1001,4,13
2015_7_7586_1001,1,19
2015_7_7588_1001,3,18
2015_7_7589_1001,1,8
2015_7_7590_1001,0,10
2015_7_7591_1001,1,19
2015_7_7593_1001,3,18
2015_7_7594_1001,4,17
2015_7_7596_1001,2,15
2015_7_7597_1001,4,17
2015_7_7598_1001,2,15
2015_7_7599_1001,1,19
2015_7_7602_1001,3,4
2015_7_7603_1001,3,18
2015_7_7604_1001,1,19
2015_7_7606_1001,2,16
2015_7_7607_1001,2,16
2015_7_7609_1001,1,19
2015_7_7610_1001,0,5
2015_7_7611_1001,3,18
2015_7_7612_1001,1,19
2015_7_7613_1001,2,16
2015_7_7614_1001,3,11
2015_7_7615_1001,4,17
2015_7_7616_1001,2,7
2015_7_7617_1001,3,18
2015_7_7618_1001,2,15
2015_7_7619_1001,1,19
2015_7_762_1001,2,16
2015_7_7621_1001,1,19
2015_7_7623_1001,2,16
2015_7_7624_1001,3,18
2015_7_7625_1001,3,18
2015_7_7626_1001,0,14
2015_7_7627_1001,3,11
2015_7_7629_1001,2,16
2015_7_7630_1001,1,19
2015_7_7631_1001,2,15
2015_7_7633_1001,4,17
2015_7_7634_1001,4,12
2015_7_7636_1001,2,16
2015_7_7637_1001,2,15
2015_7_7638_1001,0,14
2015_7_7639_1001,2,16
2015_7_7641_1001,1,19
2015_7_7644_1001,4,9
2015_7_7645_1001,0,14
2015_7_7647_1001,4,17
2015_7_7648_1001,2,15
2015_7_7649_1001,4,17
2015_7_765_1001,0,10
2015_7_7651_1001,4,17
2015_7_7652_1001,4,12
2015_7_7653_1001,1,19
2015_7_7654_1001,3,5
2015_7_7656_1001,2,7
2015_7_7657_1001,3,11
2015_7_7658_1001,2,15
2015_7_7659_1001,3,11
2015_7_766_1001,0,14
2015_7_7660_1001,4,17
2015_7_7662_1001,2,16
2015_7_7663_1001,4,17
2015_7_7665_1001,4,9
2015_7_7668_1001,2,15
2015_7_7670_1001,3,18
2015_7_7672_1001,1,19
2015_7_7674_1001,1,19
2015_7_7675_1001,3,6
2015_7_7676_1001,3,18
2015_7_7677_1001,4,13
2015_7_7678_1001,1,19
2015_7_768_1001,4,13
2015_7_7680_1001,3,18
2015_7_7681_1001,4,9
2015_7_7682_1001,2,16
2015_7_7683_1001,4,17
2015_7_7685_1001,3,18
2015_7_7686_1001,4,17
2015_7_7687_1001,3,18
2015_7_7689_1001,4,17
2015_7_769_1001,3,11
2015_7_7691_1001,1,19
2015_7_7692_1001,3,6
2015_7_7693_1001,2,16
2015_7_7694_1001,2,16
2015_7_7695_1001,2,16
2015_7_7696_1001,3,5
2015_7_7697_1001,1,19
2015_7_7698_1001,4,13
2015_7_7699_1001,1,19
2015_7_770_1001,4,17
2015_7_7701_1001,3,6
2015_7_7702_1001,2,7
2015_7_7703_1001,0,10
2015_7_7704_1001,3,18
2015_7_7705_1001,4,13
2015_7_7706_1001,2,16
2015_7_7707_1001,4,17
2015_7_7709_1001,2,16
2015_7_7710_1001,2,16
2015_7_7711_1001,2,16
2015_7_7712_1001,1,19
2015_7_7714_1001,0,14
2015_7_7715_1001,1,19
2015_7_7716_1001,4,17
2015_7_7719_1001,4,17
2015_7_7721_1001,1,19
2015_7_7723_1001,3,18
2015_7_7724_1001,4,13
2015_7_7725_1001,1,8
2015_7_7727_1001,3,18
2015_7_7728_1001,2,16
2015_7_7729_1001,3,6
2015_7_773_1001,2,15
2015_7_7730_1001,4,13
2015_7_7731_1001,4,17
2015_7_7733_1001,1,19
2015_7_7736_1001,3,18
2015_7_7738_1001,4,17
2015_7_774_1001,1,19
2015_7_7742_1001,2,15
2015_7_7743_1001,4,13
2015_7_7744_1001,3,18
2015_7_7745_1001,3,18
2015_7_7746_1001,2,16
2015_7_7748_1001,2,15
2015_7_7749_1001,2,2
2015_7_775_1001,1,19
2015_7_7750_1001,4,12
2015_7_7752_1001,2,16
2015_7_7753_1001,4,17
2015_7_7755_1001,1,19
2015_7_7756_1001,2,16
2015_7_7758_1001,2,7
2015_7_7759_1001,2,16
2015_7_7760_1001,2,16
2015_7_7761_1001,3,5
2015_7_7762_1001,4,13
2015_7_7763_1001,1,19
2015_7_7765_1001,3,18
2015_7_7767_1001,3,18
2015_7_7768_1001,3,18
2015_7_7769_1001,4,17
2015_7_777_1001,4,17
2015_7_7772_1001,2,16
2015_7_7773_1001,4,13
2015_7_7774_1001,1,19
2015_7_7776_1001,2,15
2015_7_7777_1001,0,10
2015_7_7778_1001,3,18
2015_7_7779_1001,3,18
2015_7_7780_1001,4,17
2015_7_7782_1001,1,19
2015_7_7783_1001,3,4
2015_7_7784_1001,1,19
2015_7_7787_1001,1,19
2015_7_7789_1001,3,4
2015_7_779_1001,4,12
2015_7_7790_1001,1,8
2015_7_7791_1001,2,16
2015_7_7793_1001,0,10
2015_7_7795_1001,4,17
2015_7_7796_1001,3,18
2015_7_7797_1001,4,17
2015_7_7799_1001,4,12
2015_7_78_1001,4,12
2015_7_7800_1001,1,19
2015_7_7803_1001,4,17
2015_7_7804_1001,3,18
2015_7_7805_1001,1,19
2015_7_7807_1001,2,15
2015_7_7808_1001,1,19
2015_7_7809_1001,1,19
2015_7_781_1001,3,18
2015_7_7811_1001,4,9
2015_7_7812_1001,3,6
2015_7_7816_1001,2,16
2015_7_7817_1001,3,18
2015_7_7818_1001,0,10
2015_7_7819_1001,1,19
2015_7_782_1001,1,19
2015_7_7820_1001,3,18
2015_7_7821_1001,2,16
2015_7_7822_1001,3,18
2015_7_7823_1001,3,11
2015_7_7824_1001,1,19
2015_7_7825_1001,0,14
2015_7_7826_1001,2,16
2015_7_7827_1001,3,18
2015_7_7828_1001,4,9
2015_7_7829_1001,3,18
2015_7_783_1001,1,19
2015_7_7830_1001,3,18
2015_7_7831_1001,2,7
2015_7_7834_1001,4,17
2015_7_7835_1001,0,10
2015_7_7838_1001,2,16
2015_7_7840_1001,2,16
2015_7_7841_1001,3,18
2015_7_7842_1001,2,7
2015_7_7843_1001,2,16
2015_7_7844_1001,0,14
2015_7_7845_1001,1,19
2015_7_7846_1001,4,17
2015_7_7848_1001,2,16
2015_7_7849_1001,2,16
2015_7_7851_1001,4,17
2015_7_7852_1001,3,18
2015_7_7853_1001,4,17
2015_7_7854_1001,1,19
2015_7_7855_1001,2,16
2015_7_7856_1001,2,16
2015_7_7858_1001,3,18
2015_7_7859_1001,2,16
2015_7_786_1001,1,19
2015_7_7860_1001,3,18
2015_7_7861_1001,3,18
2015_7_7862_1001,4,17
2015_7_7864_1001,2,16
2015_7_7865_1001,4,17
2015_7_7867_1001,4,17
2015_7_7868_1001,4,13
2015_7_7869_1001,2,2
2015_7_7870_1001,1,19
2015_7_7871_1001,2,16
2015_7_7872_1001,2,0
2015_7_7873_1001,2,16
2015_7_7875_1001,1,19
2015_7_7878_1001,3,18
2015_7_7879_1001,2,16
2015_7_7880_1001,2,16
2015_7_7881_1001,1,19
2015_7_7882_1001,3,18
2015_7_7883_1001,0,14
2015_7_7884_1001,3,5
2015_7_7885_1001,1,19
2015_7_7887_1001,3,11
2015_7_7888_1001,1,19
2015_7_7889_1001,4,13
2015_7_789_1001,3,11
2015_7_7891_1001,4,17
2015_7_7893_1001,0,14
2015_7_7894_1001,2,16
2015_7_7895_1001,4,17
2015_7_7897_1001,4,3
2015_7_7899_1001,0,14
2015_7_79_1001,1,19
2015_7_7900_1001,1,19
2015_7_7902_1001,4,17
2015_7_7906_1001,0,14
2015_7_7907_1001,3,18
2015_7_7908_1001,3,18
2015_7_7909_1001,1,19
2015_7_791_1001,2,16
2015_7_7910_1001,2,15
2015_7_7911_1001,1,19
2015_7_7914_1001,4,17
2015_7_7915_1001,0,10
2015_7_7917_1001,2,16
2015_7_7919_1001,1,19
2015_7_792_1001,1,19
2015_7_7921_1001,3,18
2015_7_7922_1001,4,9
2015_7_7924_1001,4,17
2015_7_7927_1001,0,14
2015_7_7928_1001,1,19
2015_7_7933_1001,2,7
2015_7_7935_1001,3,18
2015_7_7936_1001,3,5
2015_7_794_1001,4,17
2015_7_7940_1001,2,7
2015_7_7941_1001,3,18
2015_7_7942_1001,2,7
2015_7_7944_1001,2,15
2015_7_7946_1001,1,19
2015_7_7948_1001,2,15
2015_7_7949_1001,3,18
2015_7_795_1001,1,19
2015_7_7950_1001,1,19
2015_7_7953_1001,4,17
2015_7_7955_1001,2,16
2015_7_7956_1001,4,9
2015_7_7957_1001,4,9
2015_7_7958_1001,1,19
2015_7_796_1001,4,17
2015_7_7963_1001,4,17
2015_7_7965_1001,4,17
2015_7_7966_1001,4,17
2015_7_7967_1001,0,10
2015_7_797_1001,3,5
2015_7_7970_1001,1,19
2015_7_7972_1001,0,10
2015_7_7973_1001,1,19
2015_7_7974_1001,1,19
2015_7_7976_1001,3,18
2015_7_7977_1001,3,4
2015_7_7978_1001,3,18
2015_7_7979_1001,2,16
2015_7_798_1001,1,19
2015_7_7980_1001,4,9
2015_7_7981_1001,1,8
2015_7_7983_1001,4,9
2015_7_7984_1001,4,13
2015_7_7985_1001,4,17
2015_7_7987_1001,3,18
2015_7_7988_1001,4,17
2015_7_7990_1001,1,19
2015_7_7991_1001,2,16
2015_7_7992_1001,2,15
2015_7_7993_1001,3,18
2015_7_7994_1001,3,18
2015_7_7995_1001,4,17
2015_7_7997_1001,2,16
2015_7_7998_1001,2,7
2015_7_7999_1001,1,19
2015_7_8_1001,1,19
2015_7_800_1001,2,15
2015_7_8001_1001,4,13
2015_7_8003_1001,1,19
2015_7_8004_1001,1,19
2015_7_8005_1001,2,7
2015_7_8006_1001,1,19
2015_7_8007_1001,1,19
2015_7_8009_1001,4,17
2015_7_801_1001,2,16
2015_7_8010_1001,3,18
2015_7_8011_1001,3,4
2015_7_8012_1001,2,0
2015_7_8013_1001,4,9
2015_7_8015_1001,2,15
2015_7_8017_1001,1,19
2015_7_8018_1001,2,15
2015_7_8019_1001,2,7
2015_7_802_1001,4,17
2015_7_8021_1001,3,5
2015_7_8022_1001,0,14
2015_7_8024_1001,4,12
2015_7_8025_1001,3,18
2015_7_8026_1001,4,17
2015_7_8028_1001,2,16
2015_7_8029_1001,1,19
2015_7_8031_1001,3,18
2015_7_8032_1001,3,18
2015_7_8033_1001,3,18
2015_7_8034_1001,1,19
2015_7_8038_1001,1,8
2015_7_8039_1001,3,18
2015_7_804_1001,1,19
2015_7_8041_1001,3,18
2015_7_8043_1001,1,19
2015_7_8046_1001,2,15
2015_7_8047_1001,1,19
2015_7_8049_1001,2,7
2015_7_8050_1001,3,18
2015_7_8053_1001,4,12
2015_7_8056_1001,1,19
2015_7_8059_1001,2,16
2015_7_806_1001,1,19
2015_7_8060_1001,1,19
2015_7_8061_1001,2,15
2015_7_8062_1001,4,17
2015_7_8065_1001,0,14
2015_7_8066_1001,3,18
2015_7_8073_1001,4,12
2015_7_8075_1001,1,19
2015_7_8078_1001,1,19
2015_7_808_1001,4,17
2015_7_8080_1001,1,19
2015_7_8083_1001,4,17
2015_7_8091_1001,1,19
2015_7_8092_1001,2,16
2015_7_8094_1001,2,16
2015_7_8098_1001,3,18
2015_7_81_1001,4,12
2015_7_810_1001,1,19
2015_7_8100_1001,3,18
2015_7_8102_1001,4,13
2015_7_8103_1001,4,17
2015_7_8106_1001,0,14
2015_7_8107_1001,4,13
2015_7_8109_1001,3,18
2015_7_8110_1001,2,16
2015_7_8112_1001,4,12
2015_7_8114_1001,1,19
2015_7_8117_1001,2,15
2015_7_8118_1001,4,17
2015_7_812_1001,1,19
2015_7_8120_1001,4,17
2015_7_8122_1001,2,7
2015_7_8123_1001,4,12
2015_7_8124_1001,4,17
2015_7_8128_1001,3,18
2015_7_8129_1001,0,10
2015_7_813_1001,4,13
2015_7_8130_1001,3,18
2015_7_8131_1001,4,13
2015_7_8132_1001,4,17
2015_7_8133_1001,3,11
2015_7_8134_1001,2,16
2015_7_8135_1001,4,17
2015_7_8136_1001,1,19
2015_7_8137_1001,0,14
2015_7_8138_1001,1,19
2015_7_814_1001,4,17
2015_7_8140_1001,2,16
2015_7_8141_1001,2,16
2015_7_8142_1001,3,5
2015_7_8143_1001,3,18
2015_7_8144_1001,2,16
2015_7_8145_1001,3,18
2015_7_8146_1001,4,13
2015_7_8147_1001,2,7
2015_7_8148_1001,3,18
2015_7_8149_1001,2,16
2015_7_8150_1001,4,13
2015_7_8151_1001,1,19
2015_7_8152_1001,4,17
2015_7_8154_1001,2,16
2015_7_8155_1001,2,16
2015_7_8156_1001,3,18
2015_7_8158_1001,0,14
2015_7_816_1001,1,19
2015_7_8160_1001,2,15
2015_7_8161_1001,4,9
2015_7_8162_1001,3,18
2015_7_8163_1001,3,18
2015_7_8164_1001,3,11
2015_7_8165_1001,2,15
2015_7_8167_1001,2,7
2015_7_8168_1001,4,17
2015_7_8169_1001,1,19
2015_7_8170_1001,4,17
2015_7_8171_1001,4,13
2015_7_8173_1001,4,17
2015_7_8175_1001,4,17
2015_7_8176_1001,1,19
2015_7_8177_1001,1,19
2015_7_8179_1001,4,12
2015_7_8180_1001,4,17
2015_7_8182_1001,2,7
2015_7_8183_1001,1,19
2015_7_8184_1001,4,17
2015_7_8185_1001,4,13
2015_7_8186_1001,4,17
2015_7_8189_1001,2,16
2015_7_819_1001,1,19
2015_7_8190_1001,2,16
2015_7_8191_1001,3,18
2015_7_8192_1001,2,16
2015_7_8194_1001,0,10
2015_7_8195_1001,2,16
2015_7_8196_1001,3,18
2015_7_8197_1001,4,17
2015_7_8198_1001,1,8
2015_7_8199_1001,1,19
2015_7_8200_1001,3,18
2015_7_8202_1001,4,13
2015_7_8203_1001,1,19
2015_7_8204_1001,1,19
2015_7_8205_1001,4,13
2015_7_8206_1001,2,15
2015_7_8207_1001,4,17
2015_7_8208_1001,1,19
2015_7_8209_1001,1,19
2015_7_821_1001,0,14
2015_7_8210_1001,2,7
2015_7_8211_1001,0,10
2015_7_8213_1001,2,15
2015_7_8216_1001,4,17
2015_7_8217_1001,4,13
2015_7_8219_1001,2,15
2015_7_822_1001,2,15
2015_7_8220_1001,1,19
2015_7_8222_1001,4,17
2015_7_8224_1001,4,17
2015_7_8226_1001,1,19
2015_7_8227_1001,2,16
2015_7_8228_1001,1,8
2015_7_8230_1001,3,18
2015_7_8231_1001,1,19
2015_7_8232_1001,2,16
2015_7_8233_1001,2,16
2015_7_8235_1001,2,16
2015_7_8237_1001,0,10
2015_7_8238_1001,0,14
2015_7_824_1001,4,17
2015_7_8240_1001,3,18
2015_7_8241_1001,3,18
2015_7_8243_1001,2,16
2015_7_8244_1001,1,19
2015_7_8245_1001,4,17
2015_7_8246_1001,4,17
2015_7_8247_1001,1,19
2015_7_8249_1001,3,18
2015_7_8250_1001,3,18
2015_7_8251_1001,4,17
2015_7_8252_1001,2,7
2015_7_8253_1001,4,17
2015_7_8254_1001,0,14
2015_7_8257_1001,1,19
2015_7_8258_1001,2,16
2015_7_8259_1001,4,17
2015_7_826_1001,2,15
2015_7_8260_1001,0,14
2015_7_8262_1001,4,17
2015_7_8263_1001,0,5
2015_7_8264_1001,3,11
2015_7_8265_1001,3,11
2015_7_8266_1001,3,18
2015_7_8268_1001,1,19
2015_7_8269_1001,0,14
2015_7_827_1001,2,15
2015_7_8270_1001,4,13
2015_7_8271_1001,3,6
2015_7_8272_1001,3,6
2015_7_8273_1001,4,13
2015_7_8274_1001,2,16
2015_7_8276_1001,1,19
2015_7_8277_1001,3,4
2015_7_8278_1001,4,13
2015_7_828_1001,2,15
2015_7_8280_1001,1,19
2015_7_8282_1001,3,18
2015_7_8283_1001,3,18
2015_7_8284_1001,2,15
2015_7_8285_1001,1,8
2015_7_8287_1001,3,18
2015_7_8288_1001,4,12
2015_7_8289_1001,2,15
2015_7_829_1001,1,19
2015_7_8290_1001,2,15
2015_7_8292_1001,2,16
2015_7_8294_1001,0,14
2015_7_8295_1001,4,17
2015_7_8297_1001,0,14
2015_7_8299_1001,4,9
2015_7_83_1001,4,17
2015_7_8301_1001,4,17
2015_7_8303_1001,2,16
2015_7_8304_1001,2,7
2015_7_8305_1001,0,10
2015_7_8307_1001,3,18
2015_7_8308_1001,3,18
2015_7_8309_1001,1,19
2015_7_831_1001,4,17
2015_7_8311_1001,2,7
2015_7_8312_1001,0,5
2015_7_8315_1001,4,12
2015_7_8316_1001,4,17
2015_7_8318_1001,3,18
2015_7_8319_1001,3,6
2015_7_8320_1001,4,17
2015_7_8322_1001,3,18
2015_7_8323_1001,3,18
2015_7_8324_1001,4,17
2015_7_8327_1001,3,18
2015_7_8328_1001,4,12
2015_7_8329_1001,1,19
2015_7_833_1001,1,19
2015_7_8331_1001,3,18
2015_7_8333_1001,2,16
2015_7_8337_1001,0,14
2015_7_8338_1001,1,19
2015_7_8339_1001,3,11
2015_7_8340_1001,1,19
2015_7_8341_1001,3,5
2015_7_8342_1001,4,17
2015_7_8344_1001,1,19
2015_7_8346_1001,4,13
2015_7_8347_1001,3,18
2015_7_8348_1001,2,16
2015_7_835_1001,4,17
2015_7_8350_1001,3,18
2015_7_8351_1001,3,18
2015_7_8353_1001,2,16
2015_7_8354_1001,3,18
2015_7_8355_1001,3,11
2015_7_8356_1001,1,19
2015_7_8358_1001,4,13
2015_7_8359_1001,2,16
2015_7_8360_1001,3,11
2015_7_8362_1001,4,17
2015_7_8364_1001,1,19
2015_7_8365_1001,4,17
2015_7_8366_1001,4,12
2015_7_8367_1001,1,19
2015_7_8368_1001,3,18
2015_7_8369_1001,3,18
2015_7_837_1001,4,17
2015_7_8370_1001,4,17
2015_7_8372_1001,4,17
2015_7_8374_1001,2,15
2015_7_8375_1001,4,17
2015_7_8377_1001,2,16
2015_7_8378_1001,3,18
2015_7_8379_1001,1,8
2015_7_838_1001,1,19
2015_7_8381_1001,0,14
2015_7_8382_1001,3,18
2015_7_8383_1001,0,14
2015_7_8384_1001,2,16
2015_7_8385_1001,0,14
2015_7_8386_1001,0,10
2015_7_8387_1001,1,19
2015_7_8388_1001,0,10
2015_7_8389_1001,0,10
2015_7_839_1001,4,17
2015_7_8391_1001,3,6
2015_7_8392_1001,0,10
2015_7_8393_1001,3,18
2015_7_8394_1001,2,16
2015_7_8395_1001,4,9
2015_7_8396_1001,0,14
2015_7_8397_1001,2,16
2015_7_8398_1001,0,14
2015_7_8399_1001,3,18
2015_7_8400_1001,1,19
2015_7_8403_1001,3,11
2015_7_8404_1001,3,18
2015_7_8405_1001,3,11
