ID,categories,sub_categories
2015_5_3348_1001,5,1
2015_5_3353_1001,5,6
2015_5_3355_1001,2,15
2015_5_3356_1001,5,8
2015_5_3359_1001,5,1
2015_5_3361_1001,5,11
2015_5_3370_1001,5,9
2015_5_3371_1001,5,20
2015_5_3373_1001,5,1
2015_5_3374_1001,5,7
2015_5_3377_1001,1,9
2015_5_3385_1001,4,20
2015_5_3389_1001,5,4
2015_5_3390_1001,2,15
2015_5_3392_1001,2,10
2015_5_3399_1001,5,20
2015_5_3407_1001,2,13
2015_5_3409_1001,5,14
2015_5_3410_1001,5,18
2015_5_3414_1001,2,8
2015_5_3415_1001,5,9
2015_5_3420_1001,2,19
2015_5_3422_1001,2,20
2015_5_3427_1001,3,16
2015_5_3429_1001,1,15
2015_5_3433_1001,2,7
2015_5_3436_1001,5,13
2015_5_3437_1001,2,16
2015_5_3455_1001,2,19
2015_5_3457_1001,5,15
2015_5_3458_1001,2,8
2015_5_3464_1001,1,15
2015_5_3467_1001,5,11
2015_5_3475_1001,1,15
2015_5_3477_1001,5,19
2015_5_3478_1001,2,17
2015_5_3479_1001,1,4
2015_5_3482_1001,2,11
2015_5_3485_1001,5,8
2015_5_3493_1001,3,20
2015_5_3494_1001,2,20
2015_5_3501_1001,2,11
2015_5_3503_1001,2,9
2015_5_3506_1001,3,15
2015_5_3517_1001,2,15
2015_5_3519_1001,2,6
2015_5_3524_1001,3,7
2015_5_3530_1001,1,9
2015_5_3539_1001,4,19
2015_5_3544_1001,5,20
2015_5_3546_1001,5,15
2015_5_3548_1001,2,15
2015_5_3557_1001,5,9
2015_5_3562_1001,1,9
2015_5_3563_1001,5,8
2015_5_3565_1001,5,8
2015_5_3566_1001,5,20
2015_5_3582_1001,1,8
2015_5_3587_1001,2,14
2015_5_3605_1001,5,15
2015_5_3610_1001,2,10
2015_5_3614_1001,2,15
2015_5_3616_1001,5,15
2015_5_3623_1001,4,15
2015_5_3625_1001,4,20
2015_5_3633_1001,2,18
2015_5_3639_1001,1,4
2015_5_3640_1001,5,15
2015_5_3642_1001,5,8
2015_5_3646_1001,5,8
2015_5_3649_1001,2,15
2015_5_3652_1001,3,16
2015_5_3655_1001,1,16
2015_5_3658_1001,3,4
2015_5_3660_1001,2,14
2015_5_3668_1001,1,2
2015_5_3669_1001,2,14
2015_5_3675_1001,5,7
2015_5_3678_1001,5,7
2015_5_3680_1001,4,15
2015_5_3681_1001,4,15
2015_5_3682_1001,4,10
2015_5_3684_1001,2,8
2015_5_3685_1001,5,15
2015_5_3690_1001,4,15
2015_5_3698_1001,5,4
2015_5_3703_1001,2,15
2015_5_3708_1001,4,15
2015_5_3717_1001,1,14
2015_5_3729_1001,1,17
2015_5_3732_1001,5,9
2015_5_3735_1001,3,15
2015_5_3739_1001,5,18
2015_5_3744_1001,5,4
2015_5_3748_1001,3,18
2015_5_3749_1001,5,17
2015_5_3750_1001,1,17
2015_5_3752_1001,5,7
2015_5_3755_1001,4,9
2015_5_3756_1001,4,20
2015_5_3761_1001,4,4
2015_5_3763_1001,2,10
2015_5_3777_1001,2,15
2015_5_3779_1001,1,19
2015_5_3785_1001,1,15
2015_5_3796_1001,1,17
2015_5_3799_1001,5,18
2015_5_3808_1001,1,15
2015_5_3813_1001,4,17
2015_5_3814_1001,4,8
2015_5_3822_1001,4,11
2015_5_3824_1001,4,15
2015_5_3825_1001,4,7
2015_5_3835_1001,3,15
2015_5_3838_1001,5,7
2015_5_3846_1001,5,13
2015_5_3850_1001,1,20
2015_5_3852_1001,5,15
2015_5_3854_1001,3,9
2015_5_3856_1001,2,13
2015_5_3861_1001,1,14
2015_5_3862_1001,4,15
2015_5_3864_1001,2,20
2015_5_3866_1001,2,10
2015_5_3872_1001,2,13
2015_5_3883_1001,1,15
2015_5_3884_1001,5,10
2015_5_3885_1001,4,8
2015_5_3890_1001,2,20
2015_5_3894_1001,5,20
2015_5_3905_1001,3,17
2015_5_3910_1001,4,1
2015_5_3911_1001,1,2
2015_5_3913_1001,2,15
2015_5_3918_1001,3,7
2015_5_3920_1001,1,18
2015_5_3929_1001,2,8
2015_5_3932_1001,2,8
2015_5_3940_1001,4,9
2015_5_3941_1001,5,15
2015_5_3950_1001,2,9
2015_5_3951_1001,1,6
2015_5_3952_1001,1,15
2015_5_3955_1001,5,18
2015_5_3956_1001,4,15
2015_5_3963_1001,2,15
2015_5_3970_1001,4,10
2015_5_3971_1001,5,20
2015_5_3986_1001,4,17
2015_5_3987_1001,5,19
2015_5_3989_1001,2,7
2015_5_3991_1001,4,10
2015_5_3995_1001,2,10
2015_5_3998_1001,2,9
2015_5_3999_1001,2,3
2015_5_4008_1001,1,15
2015_5_4017_1001,2,2
2015_5_4020_1001,1,8
2015_5_4021_1001,5,7
2015_5_4036_1001,1,19
2015_5_4041_1001,2,20
2015_5_4044_1001,5,1
2015_5_4051_1001,5,11
2015_5_4054_1001,4,9
2015_5_4058_1001,1,20
2015_5_4059_1001,2,8
2015_5_4070_1001,2,8
2015_5_4071_1001,2,18
2015_5_4075_1001,5,18
2015_5_4078_1001,3,11
2015_5_4094_1001,2,20
2015_5_4098_1001,5,14
2015_5_4099_1001,2,6
2015_5_4106_1001,3,15
2015_5_4107_1001,1,13
2015_5_4108_1001,2,11
2015_5_4123_1001,3,14
2015_5_4125_1001,5,15
2015_5_4129_1001,1,7
2015_5_4130_1001,4,6
2015_5_4133_1001,3,9
2015_5_4139_1001,2,13
2015_5_4143_1001,4,15
2015_5_4149_1001,3,15
2015_5_4150_1001,5,7
2015_5_4153_1001,3,16
2015_5_4157_1001,5,17
2015_5_4162_1001,5,11
2015_5_4164_1001,1,11
2015_5_4168_1001,1,13
2015_5_4169_1001,4,7
2015_5_4176_1001,2,7
2015_5_4192_1001,5,15
2015_5_4193_1001,1,14
2015_5_4195_1001,2,15
2015_5_4198_1001,2,15
2015_5_4201_1001,1,8
2015_5_4209_1001,1,9
2015_5_4212_1001,2,7
2015_5_4215_1001,2,17
2015_5_4217_1001,3,14
2015_5_4218_1001,2,11
2015_5_4223_1001,5,19
2015_5_4232_1001,4,9
2015_6_1833_1001,2,9
2015_6_1834_1001,1,7
2015_6_1842_1001,1,16
2015_6_1843_1001,5,11
2015_6_1844_1001,5,11
2015_6_1847_1001,4,9
2015_6_1848_1001,2,15
2015_6_1858_1001,5,17
2015_6_1860_1001,4,11
2015_6_1862_1001,5,20
2015_6_1867_1001,4,17
2015_6_1868_1001,4,16
2015_6_1870_1001,1,14
2015_6_1878_1001,5,16
2015_6_1880_1001,5,17
2015_6_1885_1001,1,8
2015_6_1889_1001,5,4
2015_6_1891_1001,1,20
2015_6_1892_1001,1,11
2015_6_1904_1001,5,20
2015_6_1905_1001,1,7
2015_6_1914_1001,2,15
2015_6_1916_1001,4,18
2015_6_1922_1001,5,20
2015_6_1928_1001,4,8
2015_6_1934_1001,4,8
2015_6_1936_1001,5,9
2015_6_1944_1001,5,20
2015_6_1953_1001,5,17
2015_6_1960_1001,2,15
2015_6_1963_1001,5,20
2015_6_1964_1001,4,8
2015_6_1967_1001,5,10
2015_6_1968_1001,2,1
2015_6_1970_1001,1,7
2015_6_1988_1001,5,7
2015_6_1995_1001,3,7
2015_6_2000_1001,3,1
2015_6_2001_1001,2,15
2015_6_2004_1001,4,15
2015_6_2007_1001,4,8
2015_6_2010_1001,2,20
2015_6_2013_1001,1,17
2015_6_2014_1001,5,2
2015_6_2016_1001,1,9
2015_6_2024_1001,5,13
2015_6_2034_1001,1,20
2015_6_2037_1001,2,20
2015_6_2039_1001,2,7
2015_6_2042_1001,1,17
2015_6_2043_1001,4,17
2015_6_2047_1001,5,16
2015_6_2051_1001,1,7
2015_6_2055_1001,5,13
2015_6_2065_1001,4,8
2015_6_2066_1001,5,13
2015_6_2073_1001,2,7
2015_6_2076_1001,4,4
2015_6_2077_1001,5,20
2015_6_2088_1001,4,17
2015_6_2099_1001,5,15
2015_6_2110_1001,1,7
2015_6_2112_1001,2,13
2015_6_2114_1001,2,15
2015_6_2115_1001,5,11
2015_6_2116_1001,2,17
2015_6_2118_1001,2,17
2015_6_2122_1001,2,8
2015_6_2126_1001,5,8
2015_6_2128_1001,2,17
2015_6_2143_1001,1,10
2015_6_2144_1001,5,17
2015_6_2149_1001,4,17
2015_6_2151_1001,1,8
2015_6_2159_1001,3,8
2015_6_2161_1001,2,4
2015_6_2168_1001,4,17
2015_6_2175_1001,5,9
2015_6_2183_1001,2,9
2015_6_2186_1001,1,7
2015_6_2193_1001,5,8
2015_6_2200_1001,5,17
2015_6_2202_1001,3,9
2015_6_2206_1001,4,17
2015_6_2218_1001,4,14
2015_6_2219_1001,4,14
2015_5_4238_1001,1,9
2015_5_4248_1001,2,17
2015_5_4250_1001,4,17
2015_5_4255_1001,2,1
2015_5_4257_1001,1,16
2015_5_4258_1001,1,17
2015_5_4261_1001,4,9
2015_5_4263_1001,5,1
2015_5_4264_1001,5,17
2015_5_4266_1001,4,10
2015_5_4267_1001,5,1
2015_5_4273_1001,3,8
2015_5_4275_1001,2,4
2015_5_4279_1001,2,9
2015_5_4284_1001,5,17
2015_5_4285_1001,5,17
2015_5_4286_1001,5,8
2015_5_4292_1001,1,4
2015_5_4293_1001,2,14
2015_5_4294_1001,3,9
2015_5_4298_1001,3,8
2015_5_4299_1001,1,16
2015_5_4304_1001,5,17
2015_5_4305_1001,5,8
2015_5_4306_1001,5,20
2015_5_4315_1001,3,17
2015_5_4333_1001,1,19
2015_5_4338_1001,4,17
2015_5_4339_1001,4,17
2015_5_4347_1001,5,8
2015_5_4349_1001,2,17
2015_5_4357_1001,2,17
2015_5_4363_1001,2,16
2015_5_4364_1001,1,8
2015_5_4366_1001,1,9
2015_5_4371_1001,1,9
2015_5_4375_1001,4,17
2015_5_4390_1001,2,14
2015_5_4399_1001,5,8
2015_5_4401_1001,1,17
2015_5_4403_1001,2,9
2015_5_4406_1001,4,8
2015_5_4409_1001,4,17
2015_5_4421_1001,4,19
2015_5_4422_1001,3,9
2015_5_4427_1001,4,10
2015_5_4433_1001,2,8
2015_5_4435_1001,2,17
2015_5_4436_1001,2,17
2015_5_4440_1001,3,14
2015_5_4448_1001,1,20
2015_5_4450_1001,3,17
2015_5_4451_1001,3,8
2015_5_4456_1001,2,9
2015_5_4459_1001,2,15
2015_5_4460_1001,3,9
2015_5_4467_1001,1,9
2015_5_4470_1001,4,17
2015_5_4474_1001,2,7
2015_5_4478_1001,4,8
2015_5_4484_1001,5,10
2015_5_4490_1001,5,4
2015_5_4493_1001,1,1
2015_5_4495_1001,5,8
2015_5_4499_1001,2,8
2015_5_4500_1001,2,17
2015_5_4502_1001,2,8
2015_5_4513_1001,4,1
2015_5_4522_1001,3,8
2015_5_4528_1001,1,8
2015_5_4531_1001,1,8
2015_5_4533_1001,2,17
2015_5_4540_1001,4,1
2015_5_4543_1001,4,17
2015_5_4545_1001,1,8
2015_5_4548_1001,2,1
2015_5_4549_1001,4,9
2015_5_4551_1001,4,9
2015_5_4554_1001,1,8
2015_5_4572_1001,5,17
2015_5_4574_1001,2,20
2015_5_4579_1001,1,20
2015_5_4580_1001,5,8
2015_5_4588_1001,2,15
2015_5_4589_1001,2,7
2015_5_4593_1001,5,15
2015_5_4595_1001,1,9
2015_5_4603_1001,2,15
2015_5_4604_1001,2,1
2015_5_4605_1001,4,9
2015_5_4608_1001,2,7
2015_5_4611_1001,4,20
2015_5_4612_1001,2,5
2015_5_4617_1001,4,15
2015_5_4619_1001,4,4
2015_5_4621_1001,5,7
2015_5_4623_1001,3,9
2015_5_4625_1001,5,17
2015_5_4627_1001,5,9
2015_5_4628_1001,2,9
2015_5_4629_1001,4,9
2015_5_10523_1001,1,17
2015_5_10525_1001,3,15
2015_5_10528_1001,4,4
2015_5_10529_1001,1,8
2015_5_10532_1001,1,8
2015_5_10533_1001,1,16
2015_5_10534_1001,1,8
2015_5_10535_1001,1,15
2015_5_10536_1001,1,17
2015_5_10537_1001,1,8
2015_5_10544_1001,1,7
2015_5_10547_1001,4,7
2015_5_10548_1001,2,8
2015_5_10549_1001,1,1
2015_5_10550_1001,1,10
2015_5_10554_1001,5,14
2015_5_10559_1001,1,15
2015_5_10563_1001,3,15
2015_5_10566_1001,2,6
2015_5_10572_1001,1,11
2015_5_10573_1001,1,1
2015_5_10574_1001,4,8
2015_5_10578_1001,1,9
2015_5_10581_1001,3,20
2015_5_10583_1001,1,15
2015_5_10587_1001,4,5
2015_5_10589_1001,4,15
2015_5_10594_1001,4,8
2015_5_10597_1001,4,4
2015_5_10600_1001,1,18
2015_5_10601_1001,2,15
2015_5_10602_1001,4,17
2015_5_10612_1001,1,15
2015_5_10617_1001,1,1
2015_5_10618_1001,1,9
2015_5_10619_1001,3,14
2015_5_10624_1001,1,4
2015_5_10626_1001,1,16
2015_5_10638_1001,1,7
2015_5_10641_1001,1,11
2015_5_10646_1001,4,15
2015_5_10647_1001,1,15
2015_5_10648_1001,1,9
2015_5_10650_1001,1,15
2015_5_10659_1001,4,13
2015_5_10661_1001,2,8
2015_5_10664_1001,1,8
2015_5_10665_1001,1,15
2015_5_10667_1001,3,10
2015_5_10672_1001,1,18
2015_5_10680_1001,4,9
2015_5_10681_1001,4,7
2015_5_10683_1001,3,17
2015_5_10688_1001,1,15
2015_5_10690_1001,1,17
2015_5_10692_1001,1,20
2015_5_10694_1001,2,9
2015_5_10699_1001,1,20
2015_5_10704_1001,2,19
2015_5_10707_1001,1,20
2015_5_10711_1001,1,10
2015_5_10715_1001,1,15
2015_5_10734_1001,1,7
2015_5_10735_1001,1,9
2015_5_10737_1001,4,19
2015_5_10738_1001,2,11
2015_5_10740_1001,1,16
2015_5_10752_1001,4,14
2015_5_10753_1001,1,18
2015_5_10755_1001,1,6
2015_5_10757_1001,4,7
2015_5_10761_1001,1,15
2015_5_10764_1001,1,15
2015_5_10773_1001,1,7
2015_5_10775_1001,3,1
2015_5_10776_1001,1,15
2015_5_10780_1001,1,17
2015_5_10781_1001,3,19
2015_5_10783_1001,1,20
2015_5_10788_1001,1,1
2015_5_10799_1001,3,9
2015_5_10800_1001,1,15
2015_5_10801_1001,5,15
2015_5_10803_1001,4,10
2015_5_10804_1001,4,4
2015_5_10805_1001,1,8
2015_5_10810_1001,1,16
2015_5_10811_1001,1,19
2015_5_10812_1001,1,15
2015_5_10815_1001,2,16
2015_5_10823_1001,5,20
2015_5_10824_1001,3,15
2015_5_10832_1001,1,7
2015_5_10837_1001,4,15
2015_5_10838_1001,1,20
2015_5_10840_1001,1,7
2015_5_10841_1001,1,11
2015_5_10852_1001,4,8
2015_5_10855_1001,1,14
2015_5_10860_1001,1,7
2015_5_10868_1001,1,19
2015_5_10872_1001,1,9
2015_5_10873_1001,4,15
2015_5_10876_1001,1,4
2015_6_1_1001,1,14
2015_6_3_1001,5,15
2015_6_5_1001,3,15
2015_6_7_1001,1,9
2015_6_12_1001,5,10
2015_6_14_1001,1,4
2015_6_18_1001,2,15
2015_6_21_1001,5,10
2015_6_25_1001,2,8
2015_6_35_1001,2,11
2015_6_37_1001,4,11
2015_6_41_1001,5,15
2015_6_45_1001,4,7
2015_6_52_1001,3,20
2015_6_53_1001,5,10
2015_6_56_1001,5,15
2015_6_57_1001,3,15
2015_6_58_1001,4,6
2015_6_63_1001,5,20
2015_6_72_1001,4,7
2015_6_73_1001,2,7
2015_6_75_1001,1,14
2015_6_77_1001,5,7
2015_6_84_1001,3,15
2015_6_86_1001,4,15
2015_6_92_1001,5,15
2015_6_100_1001,3,9
2015_6_101_1001,5,9
2015_6_105_1001,2,9
2015_6_107_1001,2,6
2015_6_109_1001,5,16
2015_6_110_1001,1,20
2015_6_113_1001,1,17
2015_6_116_1001,3,15
2015_6_117_1001,5,17
2015_6_128_1001,2,7
2015_6_131_1001,3,18
2015_6_138_1001,1,7
2015_6_140_1001,2,18
2015_6_142_1001,1,8
2015_6_148_1001,2,13
2015_6_156_1001,5,9
2015_6_169_1001,5,7
2015_6_182_1001,1,15
2015_6_184_1001,4,20
2015_6_188_1001,2,15
2015_6_192_1001,2,14
2015_6_193_1001,5,10
2015_6_198_1001,2,20
2015_6_203_1001,4,10
2015_6_205_1001,2,4
2015_6_212_1001,5,8
2015_6_213_1001,4,18
2015_6_214_1001,2,8
2015_6_217_1001,2,14
2015_6_220_1001,3,8
2015_6_229_1001,4,4
2015_6_244_1001,4,1
2015_6_245_1001,1,15
2015_6_248_1001,5,15
2015_6_255_1001,1,15
2015_6_256_1001,3,10
2015_6_258_1001,1,15
2015_6_261_1001,2,15
2015_6_266_1001,3,8
2015_6_267_1001,4,4
2015_6_270_1001,5,15
2015_6_271_1001,5,11
2015_6_277_1001,2,1
2015_6_286_1001,2,7
2015_6_293_1001,2,5
2015_6_296_1001,2,18
2015_6_303_1001,1,4
2015_6_311_1001,5,15
2015_6_313_1001,5,14
2015_6_315_1001,4,17
2015_6_317_1001,5,1
2015_6_338_1001,4,20
2015_6_344_1001,5,11
2015_6_350_1001,5,7
2015_6_355_1001,5,20
2015_6_356_1001,5,14
2015_6_363_1001,2,19
2015_6_370_1001,1,15
2015_6_371_1001,1,7
2015_6_375_1001,2,20
2015_6_382_1001,2,7
2015_6_385_1001,5,16
2015_6_390_1001,5,1
2015_6_391_1001,5,8
2015_6_393_1001,2,9
2015_6_410_1001,4,15
2015_6_417_1001,2,15
2015_6_420_1001,2,15
2015_6_434_1001,5,13
2015_6_436_1001,2,11
2015_6_437_1001,5,15
2015_6_449_1001,1,1
2015_6_450_1001,1,7
2015_6_452_1001,2,17
2015_6_456_1001,5,7
2015_6_457_1001,2,9
2015_6_459_1001,1,4
2015_6_460_1001,2,9
2015_6_463_1001,2,10
2015_6_465_1001,1,13
2015_6_479_1001,5,7
2015_6_482_1001,4,15
2015_6_483_1001,3,9
2015_6_492_1001,1,9
2015_6_493_1001,2,8
2015_6_503_1001,1,17
2015_6_504_1001,5,20
2015_6_505_1001,2,20
2015_6_507_1001,5,9
2015_6_513_1001,2,17
2015_6_518_1001,3,19
2015_6_524_1001,5,15
2015_6_527_1001,3,8
2015_6_528_1001,5,10
2015_6_535_1001,5,9
2015_6_539_1001,5,19
2015_6_544_1001,2,15
2015_6_545_1001,5,10
2015_6_548_1001,3,15
2015_6_556_1001,5,7
2015_6_569_1001,1,8
2015_6_571_1001,5,1
2015_6_574_1001,1,10
2015_6_576_1001,5,15
2015_6_582_1001,3,15
2015_6_587_1001,5,8
2015_6_598_1001,2,15
2015_6_600_1001,2,7
2015_6_610_1001,1,17
2015_6_612_1001,5,15
2015_6_613_1001,2,7
2015_6_615_1001,1,18
2015_6_621_1001,5,15
2015_6_624_1001,4,15
2015_6_625_1001,4,15
2015_6_627_1001,4,15
2015_6_631_1001,4,4
2015_6_634_1001,3,8
2015_6_642_1001,5,15
2015_6_645_1001,1,11
2015_6_646_1001,5,15
2015_6_654_1001,4,4
2015_6_656_1001,4,15
2015_6_657_1001,5,20
2015_6_663_1001,5,4
2015_6_667_1001,4,13
2015_6_668_1001,4,9
2015_6_671_1001,4,15
2015_6_677_1001,4,14
2015_6_682_1001,5,14
2015_6_684_1001,5,15
2015_6_685_1001,5,15
2015_6_687_1001,1,9
2015_6_695_1001,4,15
2015_6_713_1001,1,17
2015_6_720_1001,2,9
2015_6_722_1001,5,15
2015_6_723_1001,5,15
2015_6_726_1001,5,15
2015_6_727_1001,2,1
2015_6_731_1001,2,9
2015_6_735_1001,1,16
2015_6_737_1001,1,7
2015_6_740_1001,4,15
2015_6_743_1001,5,11
2015_6_745_1001,1,9
2015_6_746_1001,4,9
2015_6_748_1001,4,20
2015_6_751_1001,1,17
2015_6_757_1001,5,8
2015_6_760_1001,3,7
2015_6_764_1001,5,17
2015_6_766_1001,5,15
2015_6_770_1001,3,10
2015_6_772_1001,2,11
2015_6_773_1001,2,15
2015_6_777_1001,5,14
2015_6_797_1001,5,9
2015_6_798_1001,3,15
2015_6_818_1001,5,17
2015_6_820_1001,2,15
2015_6_823_1001,4,7
2015_6_824_1001,5,16
2015_6_826_1001,1,15
2015_6_827_1001,2,10
2015_6_831_1001,5,11
2015_6_834_1001,2,4
2015_6_846_1001,3,11
2015_6_850_1001,1,7
2015_6_851_1001,5,15
2015_6_853_1001,1,9
2015_6_855_1001,5,9
2015_6_857_1001,5,15
2015_6_862_1001,1,18
2015_6_863_1001,2,11
2015_6_865_1001,2,15
2015_6_867_1001,1,15
2015_6_879_1001,2,10
2015_6_885_1001,2,18
2015_6_900_1001,2,18
2015_6_902_1001,4,18
2015_6_907_1001,5,8
2015_6_909_1001,2,11
2015_6_911_1001,2,15
2015_6_916_1001,5,15
2015_6_920_1001,2,11
2015_6_921_1001,2,18
2015_6_931_1001,5,12
2015_6_942_1001,4,11
2015_6_952_1001,5,12
2015_6_960_1001,3,14
2015_6_964_1001,2,8
2015_6_969_1001,4,9
2015_6_970_1001,4,8
2015_6_973_1001,4,9
2015_6_977_1001,5,8
2015_6_978_1001,5,11
2015_6_983_1001,5,6
2015_6_990_1001,4,8
2015_6_991_1001,3,11
2015_6_993_1001,4,14
2015_6_994_1001,2,16
2015_6_1001_1001,4,8
2015_6_1003_1001,5,18
2015_6_1004_1001,5,20
2015_6_1006_1001,5,17
2015_6_1008_1001,5,7
2015_6_1009_1001,5,9
2015_6_1013_1001,2,9
2015_6_1020_1001,5,14
2015_6_1022_1001,1,15
2015_6_1026_1001,5,15
2015_6_1032_1001,3,8
2015_6_1036_1001,5,17
2015_6_1038_1001,5,15
2015_6_1040_1001,3,16
2015_6_1042_1001,5,17
2015_6_1043_1001,1,1
2015_6_1045_1001,5,7
2015_6_1047_1001,2,20
2015_6_1050_1001,4,15
2015_6_1051_1001,5,20
2015_6_1054_1001,3,8
2015_6_1055_1001,2,15
2015_6_1057_1001,3,15
2015_6_1059_1001,4,18
2015_6_1060_1001,5,8
2015_6_1065_1001,5,15
2015_6_1068_1001,1,4
2015_6_1074_1001,2,19
2015_6_1076_1001,2,15
2015_6_1081_1001,5,4
2015_6_1086_1001,5,17
2015_6_1089_1001,5,6
2015_6_1099_1001,1,9
2015_6_1115_1001,2,9
2015_6_1117_1001,5,14
2015_6_1118_1001,3,16
2015_6_1120_1001,3,8
2015_6_1123_1001,2,6
2015_6_1126_1001,5,9
2015_6_1134_1001,2,15
2015_6_1137_1001,3,15
2015_6_1145_1001,2,9
2015_6_1149_1001,1,8
2015_6_1153_1001,5,8
2015_6_1159_1001,5,15
2015_6_1165_1001,1,20
2015_6_1166_1001,2,7
2015_6_1171_1001,4,13
2015_6_1176_1001,5,10
2015_6_1178_1001,5,19
2015_6_1181_1001,2,7
2015_6_1182_1001,4,9
2015_6_1184_1001,3,20
2015_6_1185_1001,4,7
2015_6_1187_1001,4,14
2015_6_1196_1001,5,16
2015_6_1199_1001,2,20
2015_6_1202_1001,5,9
2015_6_1208_1001,5,18
2015_6_1212_1001,4,9
2015_6_1213_1001,4,7
2015_6_1216_1001,4,20
2015_6_1228_1001,2,20
2015_6_1234_1001,5,15
2015_6_1237_1001,5,15
2015_6_1239_1001,2,9
2015_6_1242_1001,4,15
2015_6_1243_1001,3,7
2015_6_1245_1001,1,19
2015_6_1251_1001,1,9
2015_6_1252_1001,5,15
2015_6_1253_1001,5,9
2015_6_1275_1001,1,15
2015_6_1282_1001,5,20
2015_6_1290_1001,2,9
2015_6_1295_1001,2,4
2015_6_1301_1001,2,14
2015_6_1303_1001,1,15
2015_6_1307_1001,2,7
2015_6_1313_1001,5,14
2015_6_1316_1001,5,16
2015_6_1319_1001,1,7
2015_6_1322_1001,5,8
2015_6_1333_1001,2,14
2015_6_1339_1001,1,7
2015_6_1351_1001,5,15
2015_6_1362_1001,5,9
2015_6_1364_1001,1,20
2015_6_1366_1001,5,10
2015_6_1368_1001,5,11
2015_6_1369_1001,3,8
2015_6_1372_1001,5,17
2015_6_1377_1001,1,9
2015_6_1385_1001,1,16
2015_6_1387_1001,4,10
2015_6_1390_1001,4,10
2015_6_1392_1001,4,14
2015_6_1395_1001,1,18
2015_6_1398_1001,3,15
2015_6_1399_1001,4,15
2015_6_1403_1001,1,18
2015_6_1407_1001,1,15
2015_6_1413_1001,4,7
2015_6_1415_1001,4,17
2015_6_1417_1001,4,13
2015_6_1422_1001,2,15
2015_6_1424_1001,4,17
2015_6_1431_1001,5,15
2015_6_1435_1001,4,13
2015_6_1441_1001,5,18
2015_6_1443_1001,1,5
2015_6_1445_1001,4,9
2015_6_1446_1001,3,19
2015_6_1447_1001,2,7
2015_6_1449_1001,1,1
2015_6_1456_1001,2,15
2015_6_1462_1001,4,14
2015_6_1472_1001,5,7
2015_6_1487_1001,5,14
2015_6_1490_1001,4,7
2015_6_1498_1001,1,18
2015_6_1501_1001,3,7
2015_6_1502_1001,2,20
2015_6_1508_1001,5,13
2015_6_1511_1001,5,7
2015_6_1513_1001,5,20
2015_6_1521_1001,1,10
2015_6_1522_1001,5,7
2015_6_1527_1001,1,15
2015_6_1536_1001,2,5
2015_6_1544_1001,4,10
2015_6_1547_1001,5,18
2015_6_1556_1001,4,20
2015_6_1559_1001,3,16
2015_6_1561_1001,4,9
2015_6_1564_1001,1,15
2015_6_1565_1001,1,20
2015_6_1568_1001,4,17
2015_6_1569_1001,3,14
2015_6_1573_1001,2,8
2015_6_1574_1001,3,15
2015_6_1576_1001,5,18
2015_6_1580_1001,4,15
2015_6_1584_1001,5,11
2015_6_1586_1001,2,4
2015_6_1589_1001,1,15
2015_6_1595_1001,5,15
2015_6_1598_1001,5,15
2015_6_1603_1001,1,7
2015_6_1613_1001,1,15
2015_6_1616_1001,2,20
2015_6_1620_1001,5,4
2015_6_1625_1001,2,15
2015_6_1627_1001,3,10
2015_6_1635_1001,5,20
2015_6_4329_1001,5,7
2015_6_4332_1001,2,15
2015_6_4344_1001,2,20
2015_6_4348_1001,4,14
2015_6_4358_1001,4,7
2015_6_4359_1001,4,1
2015_6_4361_1001,2,19
2015_6_4362_1001,5,11
2015_6_4364_1001,1,17
2015_6_4370_1001,2,9
2015_6_4373_1001,5,9
2015_6_4374_1001,5,15
2015_6_4376_1001,5,17
2015_6_4382_1001,4,15
2015_6_4383_1001,5,11
2015_6_4388_1001,2,17
2015_6_4398_1001,4,7
2015_6_4403_1001,5,5
2015_6_4406_1001,5,15
2015_6_4414_1001,3,15
2015_6_4418_1001,3,14
2015_6_4425_1001,2,14
2015_6_4429_1001,2,4
2015_6_4430_1001,2,18
2015_6_4431_1001,1,7
2015_6_4432_1001,3,1
2015_6_4438_1001,1,17
2015_6_4439_1001,1,9
2015_6_4440_1001,5,4
2015_6_4442_1001,4,7
2015_6_4443_1001,5,18
2015_6_4449_1001,4,14
2015_6_4454_1001,2,8
2015_6_4458_1001,4,9
2015_6_4460_1001,4,9
2015_6_4461_1001,1,15
2015_6_4464_1001,2,7
2015_6_4468_1001,5,17
2015_6_4471_1001,4,8
2015_6_4475_1001,5,20
2015_6_4477_1001,2,15
2015_6_4482_1001,3,15
2015_6_4485_1001,4,8
2015_6_4490_1001,5,8
2015_6_4491_1001,3,10
2015_6_4492_1001,5,9
2015_6_4498_1001,2,20
2015_6_4507_1001,1,15
2015_6_4509_1001,5,15
2015_6_4511_1001,5,18
2015_6_2222_1001,3,7
2015_6_2234_1001,1,15
2015_6_2240_1001,4,4
2015_6_2245_1001,4,20
2015_6_2249_1001,2,8
2015_6_2250_1001,4,9
2015_6_2253_1001,5,9
2015_6_2258_1001,5,15
2015_6_2273_1001,1,15
2015_6_2278_1001,4,7
2015_6_2282_1001,5,15
2015_6_2288_1001,1,4
2015_6_2289_1001,5,16
2015_6_2290_1001,5,15
2015_6_2291_1001,4,14
2015_6_2299_1001,5,18
2015_6_2303_1001,5,9
2015_6_2304_1001,4,9
2015_6_2306_1001,1,8
